Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Requires Shipping,Variant Taxable,Metafield: custom.popularity_message [string],Metafield: custom.intro_badge [string],Metafield: custom.year [number_integer],Metafield: custom.language [string],Metafield: custom.format [string],Metafield: custom.file_size [string],Metafield: custom.sale_prefix [string],Metafield: custom.sale_timer [string],Metafield: custom.ai_training_data [string]
emotion-in-posttraumatic-stress-disorder-etiology-assessment-neurobiology-and-treatment,"Emotion in Posttraumatic Stress Disorder : Etiology, Assessment, Neurobiology, and Treatment","<p>Emotion in Posttraumatic Stress Disorder: Etiology, Assessment, Neurobiology, and Treatment starts with an overview of the theoretical and empirical literature on specific emotions such as fear, anxiety, shame, guilt, disgust, and others, also discussing their relationship with PTSD. The book then moves into an exploration of the psychophysiology and neurobiological underpinnings of emotion in PTSD, followed by a review of the emotional difficulties individuals with PTSD encounter, such as distress intolerance, experiential avoidance, emotion driven impulsivity, and information-processing deficits. The book concludes with a section looking at different treatment approaches for PTSD, with a particular focus on effectively targeting emotion dysfunction in PTSD. Treatment approaches covered include acceptance-based therapy, self-compassion, emotion-regulation based methods, and more. Summarizes the literature on emotions, emotion dysfunction and PTSD Looks at genetic influences on emotional responding in PTSD Explores emotional granularity and emotion-driven impulsivity Outlines prolonged exposure, cognitive processing therapy, and other treatment methods</p>","Matthew Tull (Editor), Nathan Kimbrel (Editor)",Book,"pdf, English, 2020, 8.4 MB",TRUE,4.00,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,2020,English,pdf,8.4 MB,Save,2:00:00,"Product: Emotion in Posttraumatic Stress Disorder : Etiology, Assessment, Neurobiology, and Treatment | Author: Matthew Tull (Editor), Nathan Kimbrel (Editor) | Year: 2020 | Language: English | Format: pdf | Details: Emotion in Posttraumatic Stress Disorder: Etiology, Assessment, Neurobiology, and Treatment starts with an overview of the theoretical and empirical literature on specific emotions such as fear, anxiety, shame, guilt, disgust, and others, also discussing their relationship with PTSD. The book then moves into an exploration of the psychophysiology and neurobiological underpinnings of emotion in PTSD, followed by a review of the emotional difficulties individuals with PTSD encounter, such as distress intolerance, experiential avoidance, emotion driven impulsivity, and information-processing deficits. The book concludes with a section looking at different treatment approaches for PTSD, with a particular focus on effectively targeting emotion dysfunction in PTSD. Treatment approaches covered include acceptance-based therapy, self-compassion, emotion-regulation based methods, and more. Summarizes the literature on emotions, emotion dysfunction and PTSD Looks at genetic influences on emotional responding in PTSD Explores emotional granularity and emotion-driven impulsivity Outlines prolonged exposure, cognitive processing therapy, and other treatment methods"
<p><span class=""a-text-bold"">The widely adopted, now classic book on influence and persuasion—a major national and international bestseller with more than four million copies sold!</span></p>
<p><span>In this highly acclaimed </span><span class=""a-text-italic"">New York Times</span><span> bestseller, Dr. Robert B. Cialdini—the seminal expert in the field of influence and persuasion—explains the psychology of why people say yes and how to apply these principles ethically in business and everyday situations.</span></p>
<p><span>You’ll learn the six universal principles of influence and how to use them to become a skilled persuader—and, just as importantly, how to defend yourself against dishonest influence attempts:</span></p>
<ol class=""a-ordered-list a-vertical"">
<li><span class=""a-list-item""><span class=""a-text-bold"">Reciprocation</span><span>: The internal pull to repay what another person has provided us.</span></span></li>
<li><span class=""a-list-item""><span class=""a-text-bold"">Commitment and Consistency:</span><span> Once we make a choice or take a stand, we work to behave consistently with that commitment in order to justify our decisions.</span></span></li>
<li><span class=""a-list-item""><span class=""a-text-bold"">Social Proof:<span> </span></span><span>When we are unsure, we look to similar others to provide us with the correct actions to take. And the more, people undertaking that action, the more we consider that action correct.</span></span></li>
<li><span class=""a-list-item""><span class=""a-text-bold"">Liking:</span><span> The propensity to agree with people we like and, just as important, the propensity for others to agree with us, if we like them.</span></span></li>
<li><span class=""a-list-item""><span class=""a-text-bold"">Authority:</span><span> We are more likely to say “yes” to others who are authorities, who carry greater knowledge, experience or expertise.</span></span></li>
<li><span class=""a-list-item""><span class=""a-text-bold"">Scarcity:</span><span> We want more of what is less available or dwindling in availability.</span></span></li>
</ol>
<p><span>Understanding and applying the six principles ethically is cost-free and deceptively easy. Backed by Dr. Cialdini’s 35 years of evidence-based, peer-reviewed scientific research—as well as by a three-year field study on what moves people to change behavior—</span><span class=""a-text-italic"">Influence</span><span> is a comprehensive guide to using these principles effectively to amplify your ability to change the behavior of others.</span></p>
</div>
</div>
</div>",Best selling books,Book,"pdf, English",TRUE,19.99,FALSE,FALSE,Sold 12+ times in the last 24 hours,Bestseller,,English,pdf,,Save,2:00:00,"Product: Influence: The Psychology of Persuasion, Revised Edition | Author: Best selling books | Year:  | Language: English | Format: pdf | Details: by Robert B. Cialdini (Author) 4.6 4.6 out of 5 stars (13,048) 4.2 on Goodreads 178,017 ratings The widely adopted, now classic book on influence and persuasion—a major national and international bestseller with more than four million copies sold! In this highly acclaimed New York Times bestseller, Dr. Robert B. Cialdini—the seminal expert in the field of influence and persuasion—explains the psychology of why people say yes and how to apply these principles ethically in business and everyday situations. You’ll learn the six universal principles of influence and how to use them to become a ski"
the-48-laws-of-power,The 48 Laws of Power,"<div data-cel-widget=""bylineInfo_feature_div"" data-csa-c-id=""5ng97c-f98poz-1zmqbx-ms8dmt"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""bylineInfo_feature_div"" data-csa-c-content-id=""bylineInfo"" data-csa-c-type=""widget"" data-feature-name=""bylineInfo"" class=""celwidget flavor-2484"" id=""bylineInfo_feature_div"">
<div data-cel-widget=""bylineInfo"" class=""a-section a-spacing-micro bylineHidden feature"" id=""bylineInfo"">by<span> </span><span data-width="""" class=""author notFaded"">Robert Greene<span> </span><span class=""contribution""><span class=""a-color-secondary"">(Author),<span> </span></span></span></span><span data-width="""" class=""author notFaded"">Joost Elffers<span> </span><span class=""contribution""><span class=""a-color-secondary"">(Collaborator)</span></span></span>
</div>
</div>
<div data-cel-widget=""centerAttributesColumns"" data-csa-c-id=""4oeguf-hqj1hd-84gei0-mkjp62"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""centerAttributesColumns"" data-csa-c-content-id=""centerAttributesColumns"" data-csa-c-type=""widget"" data-feature-name=""centerAttributesColumns"" class=""celwidget"" id=""centerAttributesColumns"">
<div id=""centerAttributesLeftColumn"">
<div data-cel-widget=""averageCustomerReviews_feature_div"" data-csa-c-id=""klxeyk-crr199-kj97jv-vk6o6s"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""averageCustomerReviews_feature_div"" data-csa-c-content-id=""averageCustomerReviews"" data-csa-c-type=""widget"" data-feature-name=""averageCustomerReviews"" class=""celwidget flavor-47"" id=""averageCustomerReviews_feature_div"">
<div data-ref=""dpx_acr_pop_"" data-asin=""0670881465"" id=""averageCustomerReviews"">
<span data-acrstarslink-click-metrics=""{}"" data-action=""acrStarsLink-click-metrics"" class=""a-declarative""><span title=""4.7 out of 5 stars"" class=""reviewCountTextLinkedHistogram noUnderline"" id=""acrPopover""><span data-a-popover='{""position"":""triggerBottom"",""popoverLabel"":""Customer Reviews Ratings Summary"",""max-width"":""700"",""closeButton"":""true"",""closeButtonLabel"":""Close"",""url"":""/gp/customer-reviews/widgets/average-customer-review/popover/ref=dpx_acr_pop_?contextId=dpx&amp;asin=0670881465""}' data-action=""a-popover"" class=""a-declarative""><a class=""a-popover-trigger a-declarative mvt-cm-cr-review-stars-mini-popover"" role=""button""><span class=""a-size-small a-color-base"" aria-hidden=""true"">4.7<span> </span></span><i class=""a-icon a-icon-star-mini a-star-mini-4-5 mvt-cm-cr-review-stars-mini""><span class=""a-icon-alt"">4.7 out of 5 stars</span></i><span> </span><i class=""a-icon a-icon-popover""></i></a><span> </span></span></span></span><span class=""a-letter-space""></span><span> </span><span data-acrlink-click-metrics=""{}"" data-action=""acrLink-click-metrics"" class=""a-declarative""><span class=""a-size-small"" aria-label=""87,811 Reviews"" id=""acrCustomerReviewText"">(87,811)</span></span>
</div>
</div>
<div data-cel-widget=""goodreadsRatingsWidget_feature_div"" data-csa-c-id=""59jkmq-wupfa4-ayask7-onccbr"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""goodreadsRatingsWidget_feature_div"" data-csa-c-content-id=""goodreadsRatingsWidget"" data-csa-c-type=""widget"" data-feature-name=""goodreadsRatingsWidget"" class=""celwidget"" id=""goodreadsRatingsWidget_feature_div"">
<div class=""a-section gr-review-base"">
<div class=""a-section gr-review-rating-text"">
<span class=""a-size-base"">4.1<span> </span></span><span class=""a-size-base"">on Goodreads</span>
</div>
<span> </span><span class=""a-size-base"">228,426 ratings</span><a href=""https://www.amazon.com/charts/2026-02-15/mostread/nonfiction/ref=dp_chrtbg_dbs_1"" class=""badge-link""><i class=""a-icon a-icon-addon p13n-amazon-charts-badge""></i></a>
</div>
</div>
<div data-cel-widget=""seriesBulletWidget_feature_div"" data-csa-c-id=""cvlgjf-xpoqgp-bpaipv-wpil4e"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""seriesBulletWidget_feature_div"" data-csa-c-content-id=""seriesBulletWidget"" data-csa-c-type=""widget"" data-feature-name=""seriesBulletWidget"" class=""celwidget"" id=""seriesBulletWidget_feature_div""></div>
<div data-cel-widget=""multiBadge_feature_div"" data-csa-c-id=""2b2lv7-3i7rvh-uy2y6t-okdtxv"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""multiBadge_feature_div"" data-csa-c-content-id=""multiBadge"" data-csa-c-type=""widget"" data-feature-name=""multiBadge"" class=""celwidget"" id=""multiBadge_feature_div""></div>
<div data-cel-widget=""booktokBadge_feature_div"" data-csa-c-id=""yau8uw-pywv0b-kqonjm-i7b2y2"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""booktokBadge_feature_div"" data-csa-c-content-id=""booktokBadge"" data-csa-c-type=""widget"" data-feature-name=""booktokBadge"" class=""celwidget"" id=""booktokBadge_feature_div""></div>
<div data-cel-widget=""giftguidebadge_feature_div"" data-csa-c-id=""7qxjg3-geyj0f-5k8mna-6c2u4"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""giftguidebadge_feature_div"" data-csa-c-content-id=""giftguidebadge"" data-csa-c-type=""widget"" data-feature-name=""giftguidebadge"" class=""celwidget"" id=""giftguidebadge_feature_div""></div>
<div data-cel-widget=""chartsBadge_feature_div"" data-csa-c-id=""3p572l-q0ocwu-y3xrbq-emh2yf"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""chartsBadge_feature_div"" data-csa-c-content-id=""chartsBadge"" data-csa-c-type=""widget"" data-feature-name=""chartsBadge"" class=""celwidget"" id=""chartsBadge_feature_div""></div>
</div>
</div>
<div data-cel-widget=""socialProofingBadge_feature_div"" data-csa-c-id=""z1dwgl-j9s2d6-ru09f5-stvb7i"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""socialProofingBadge_feature_div"" data-csa-c-content-id=""socialProofingBadge"" data-csa-c-type=""widget"" data-feature-name=""socialProofingBadge"" class=""celwidget"" id=""socialProofingBadge_feature_div""></div>
<div data-cel-widget=""socialProofingAsinFaceout_feature_div"" data-csa-c-id=""l5s38f-egr776-pw06jb-2mr7pe"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""socialProofingAsinFaceout_feature_div"" data-csa-c-content-id=""socialProofingAsinFaceout"" data-csa-c-type=""widget"" data-feature-name=""socialProofingAsinFaceout"" class=""celwidget"" id=""socialProofingAsinFaceout_feature_div""></div>
<hr>
<div data-cel-widget=""accoladeAward_feature_div"" data-csa-c-id=""s1ss0t-1th2w-5xn929-z9nhst"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""accoladeAward_feature_div"" data-csa-c-content-id=""accoladeAward"" data-csa-c-type=""widget"" data-feature-name=""accoladeAward"" class=""celwidget"" id=""accoladeAward_feature_div"">
<div data-cel-widget=""accolades-award-card_DetailPage_0"" data-csa-c-id=""7ijrmr-ozagsd-uc10v0-yzwq04"" data-csa-c-painter=""accolades-award-card-cards"" data-csa-c-type=""widget"" data-csa-c-slot-id=""DsUnknown-1"" data-csa-c-content-id=""DsUnknown"" data-csa-op-log-render="""" class=""celwidget c-f"">
<div data-mix-claimed=""true"" data-card-metrics-id=""accolades-award-card_DetailPage_0"" id=""CardInstancePeuhggoOmW7RKf_SWxneTQ"" class=""a-section a-spacing-none""></div>
</div>
</div>
<div data-cel-widget=""adoptedData"" data-csa-c-id=""49vfj5-naefxa-u1tunj-q20jp0"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""adoptedData"" data-csa-c-content-id=""adoptedData"" data-csa-c-type=""widget"" data-feature-name=""adoptedData"" class=""celwidget"" id=""adoptedData""></div>
<div data-cel-widget=""bundles_feature_div"" data-csa-c-id=""ilqcfq-39xnp4-4kyob7-c9aixt"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""bundles_feature_div"" data-csa-c-content-id=""bundles"" data-csa-c-type=""widget"" data-feature-name=""bundles"" class=""celwidget"" id=""bundles_feature_div""></div>
<div data-cel-widget=""exportsTaxMessage_feature_div"" data-csa-c-id=""no87xs-wcazli-j9q7xt-lpnnnq"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""exportsTaxMessage_feature_div"" data-csa-c-content-id=""exportsTaxMessage"" data-csa-c-type=""widget"" data-feature-name=""exportsTaxMessage"" class=""celwidget"" id=""exportsTaxMessage_feature_div""></div>
<div data-cel-widget=""promoPriceBlockMessage_feature_div"" data-csa-c-id=""43mtds-l5opb-8mokx9-dz92e8"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""promoPriceBlockMessage_feature_div"" data-csa-c-content-id=""promoPriceBlockMessage"" data-csa-c-type=""widget"" data-feature-name=""promoPriceBlockMessage"" class=""celwidget"" id=""promoPriceBlockMessage_feature_div"">
<div>
<div class=""offersConsistencyEnabled"">
<div id=""ppd_newAccordionRow""></div>
</div>
</div>
</div>
<div data-cel-widget=""dynamicDeliveryMessage_feature_div"" data-csa-c-id=""x57sr7-sqo8yg-imsvp5-meq4vd"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""dynamicDeliveryMessage_feature_div"" data-csa-c-content-id=""dynamicDeliveryMessage"" data-csa-c-type=""widget"" data-feature-name=""dynamicDeliveryMessage"" class=""celwidget flavor-1026"" id=""dynamicDeliveryMessage_feature_div""></div>
<div data-cel-widget=""buyingOptionNostosBolderBadge_feature_div"" data-csa-c-id=""y7cici-6z8umy-ne86qa-jl6djh"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""buyingOptionNostosBolderBadge_feature_div"" data-csa-c-content-id=""buyingOptionNostosBolderBadge"" data-csa-c-type=""widget"" data-feature-name=""buyingOptionNostosBolderBadge"" class=""celwidget"" id=""buyingOptionNostosBolderBadge_feature_div""></div>
<div data-cel-widget=""loyaltyRewardPointsRedemption_feature_div"" data-csa-c-id=""okmwgm-y13uto-7x1gdc-oi5vnm"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""loyaltyRewardPointsRedemption_feature_div"" data-csa-c-content-id=""loyaltyRewardPointsRedemption"" data-csa-c-type=""widget"" data-feature-name=""loyaltyRewardPointsRedemption"" class=""celwidget"" id=""loyaltyRewardPointsRedemption_feature_div""></div>
<div data-cel-widget=""globalStoreBadgePopover_feature_div"" data-csa-c-id=""pnbry9-3hkbg1-giwo7r-jz5afn"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""globalStoreBadgePopover_feature_div"" data-csa-c-content-id=""globalStoreBadgePopover"" data-csa-c-type=""widget"" data-feature-name=""globalStoreBadgePopover"" class=""celwidget"" id=""globalStoreBadgePopover_feature_div""></div>
<div data-cel-widget=""deepCheckPromise_feature_div"" data-csa-c-id=""6nvvdk-mt6dx9-l36l3p-ggwe1"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""deepCheckPromise_feature_div"" data-csa-c-content-id=""deepCheckPromise"" data-csa-c-type=""widget"" data-feature-name=""deepCheckPromise"" class=""celwidget"" id=""deepCheckPromise_feature_div""></div>
<div data-cel-widget=""apEligibility_feature_div"" data-csa-c-id=""ebrx9n-99i9em-appz71-1cml1y"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""apEligibility_feature_div"" data-csa-c-content-id=""apEligibility"" data-csa-c-type=""widget"" data-feature-name=""apEligibility"" class=""celwidget flavor-3672"" id=""apEligibility_feature_div""></div>
<div data-cel-widget=""dynamicIframe_feature_div"" data-csa-c-id=""6yyijh-5ax51o-76595a-8zry58"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""dynamicIframe_feature_div"" data-csa-c-content-id=""dynamicIframe"" data-csa-c-type=""widget"" data-feature-name=""dynamicIframe"" class=""celwidget flavor-718"" id=""dynamicIframe_feature_div""></div>
<div data-cel-widget=""twisterPlusWWDesktop"" data-csa-c-id=""93ipik-m2s15s-4cil1b-eb2dnr"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""0670881465"" data-csa-c-slot-id=""twisterPlusWWDesktop"" data-csa-c-content-id=""twisterPlusWWDesktop"" data-csa-c-type=""widget"" data-feature-name=""twisterPlusWWDesktop"" class=""celwidget"" id=""twisterPlusWWDesktop"">
